"","ID","Date","Unit","year","month","INJ","takeover.date","time.since.takeover","Sex","DOB","Age","to_yn","agebin","AgeCat","Percent","DEA","DINJ"
"29","ACH",2016-06-01,"A","2016"," 6","0",2016-04-01,8.71428571428571,"F",2015-11-11,0.555403556771546,"Y","0-1 yr","I",0.310344827586207,"0",0
"30","ACH",2016-07-01,"A","2016"," 7","0",2016-04-01,13,"F",2015-11-11,0.637482900136799,"Y","0-1 yr","I",0.310344827586207,"0",0
"31","ACH",2016-08-01,"A","2016"," 8","0",2016-04-01,17.4285714285714,"F",2015-11-11,0.722298221614227,"N","0-1 yr","I",0.310344827586207,"0",0
"32","ACH",2017-05-01,"A","2017"," 5","0",2016-04-01,56.4285714285714,"F",2015-11-11,1.46922024623803,"N","1-2 yr","I",0.310344827586207,"0",0
"33","ACH",2017-08-01,"A","2017"," 8","0",2016-04-01,69.5714285714286,"F",2015-11-11,1.72093023255814,"N","1-2 yr","J",0.569925471284524,"0",0
"34","ACH",2017-09-01,"A","2017"," 9","0",2016-04-01,74,"F",2015-11-11,1.80574555403557,"N","1-2 yr","J",0.569925471284524,"0",0
"35","AGA",2012-01-01,"A","2012"," 1","0",NA,NA,"M",2011-12-28,0.0109439124487004,"N","0-1 yr","I",0.310344827586207,"0",0
"36","AGA",2012-04-01,"A","2012"," 4","0",NA,NA,"M",2011-12-28,0.259917920656635,"N","0-1 yr","I",0.310344827586207,"0",0
"37","AGA",2012-05-01,"A","2012"," 5","0",NA,NA,"M",2011-12-28,0.341997264021888,"N","0-1 yr","I",0.310344827586207,"0",0
"38","AGA",2012-06-01,"A","2012"," 6","0",NA,NA,"M",2011-12-28,0.426812585499316,"N","0-1 yr","I",0.310344827586207,"0",0
"39","AGA",2012-07-01,"A","2012"," 7","0",NA,NA,"M",2011-12-28,0.508891928864569,"N","0-1 yr","I",0.310344827586207,"0",0
"40","AGA",2012-08-01,"A","2012"," 8","0",NA,NA,"M",2011-12-28,0.593707250341997,"N","0-1 yr","I",0.310344827586207,"0",0
"41","AGA",2012-09-01,"A","2012"," 9","0",NA,NA,"M",2011-12-28,0.678522571819425,"N","0-1 yr","I",0.310344827586207,"0",0
"42","AGA",2012-10-01,"A","2012","10","0",NA,NA,"M",2011-12-28,0.760601915184679,"N","0-1 yr","I",0.310344827586207,"0",0
"43","AGA",2012-11-01,"A","2012","11","0",NA,NA,"M",2011-12-28,0.845417236662107,"N","0-1 yr","I",0.310344827586207,"0",0
"44","AGA",2012-12-01,"A","2012","12","0",NA,NA,"M",2011-12-28,0.92749658002736,"N","0-1 yr","I",0.310344827586207,"0",0
"45","AGA",2013-01-01,"A","2013"," 1","0",NA,NA,"M",2011-12-28,1.01231190150479,"N","1-2 yr","I",0.310344827586207,"0",0
"46","AGA",2013-02-01,"A","2013"," 2","0",NA,NA,"M",2011-12-28,1.09712722298222,"N","1-2 yr","I",0.310344827586207,"0",0
"47","AGA",2013-03-01,"A","2013"," 3","0",2013-03-01,0,"M",2011-12-28,1.17373461012312,"Y","1-2 yr","I",0.310344827586207,"0",0
"48","AGA",2013-04-01,"A","2013"," 4","0",2013-03-01,4.42857142857143,"M",2011-12-28,1.25854993160055,"Y","1-2 yr","I",0.310344827586207,"0",0
"49","AGA",2013-05-01,"A","2013"," 5","0",2013-03-01,8.71428571428571,"M",2011-12-28,1.3406292749658,"Y","1-2 yr","I",0.310344827586207,"0",0
"50","AGA",2013-06-01,"A","2013"," 6","0",2013-03-01,13.1428571428571,"M",2011-12-28,1.42544459644323,"N","1-2 yr","I",0.310344827586207,"0",0
"51","AGA",2013-07-01,"A","2013"," 7","0",2013-03-01,17.4285714285714,"M",2011-12-28,1.50752393980848,"N","1-2 yr","J",0.569925471284524,"0",0
"52","AGA",2013-08-01,"A","2013"," 8","0",2013-03-01,21.8571428571429,"M",2011-12-28,1.59233926128591,"N","1-2 yr","J",0.569925471284524,"0",0
"53","AGA",2013-09-01,"A","2013"," 9","0",2013-03-01,26.2857142857143,"M",2011-12-28,1.67715458276334,"N","1-2 yr","J",0.569925471284524,"0",0
"54","AGA",2013-10-01,"A","2013","10","0",2013-03-01,30.5714285714286,"M",2011-12-28,1.75923392612859,"N","1-2 yr","J",0.569925471284524,"0",0
"55","AGA",2013-11-01,"A","2013","11","0",2013-03-01,35,"M",2011-12-28,1.84404924760602,"N","1-2 yr","J",0.569925471284524,"0",0
"56","AGA",2013-12-01,"A","2013","12","0",2013-03-01,39.2857142857143,"M",2011-12-28,1.92612859097127,"N","1-2 yr","J",0.569925471284524,"0",0
"57","AGA",2014-02-01,"A","2014"," 2","0",2013-03-01,48.1428571428571,"M",2011-12-28,2.09575923392613,"N","2-3 yr","J",0.569925471284524,"0",0
"58","AGA",2014-03-01,"A","2014"," 3","0",2013-03-01,52.1428571428571,"M",2011-12-28,2.17236662106703,"N","2-3 yr","J",0.569925471284524,"0",0
"59","AGA",2014-04-01,"A","2014"," 4","0",2013-03-01,56.5714285714286,"M",2011-12-28,2.25718194254446,"N","2-3 yr","J",0.569925471284524,"0",0
"60","AGA",2014-05-01,"A","2014"," 5","0",2013-03-01,60.8571428571429,"M",2011-12-28,2.33926128590971,"N","2-3 yr","J",0.569925471284524,"0",0
"61","AGA",2014-06-01,"A","2014"," 6","0",2013-03-01,65.2857142857143,"M",2011-12-28,2.42407660738714,"N","2-3 yr","J",0.569925471284524,"0",0
"62","AGA",2014-07-01,"A","2014"," 7","0",2013-03-01,69.5714285714286,"M",2011-12-28,2.50615595075239,"N","2-3 yr","J",0.569925471284524,"0",0
"63","AGA",2014-08-01,"A","2014"," 8","0",2013-03-01,74,"M",2011-12-28,2.59097127222982,"N","2-3 yr","J",0.569925471284524,"0",0
"64","AGA",2014-09-01,"A","2014"," 9","0",2013-03-01,78.4285714285714,"M",2011-12-28,2.67578659370725,"N","2-3 yr","J",0.569925471284524,"0",0
"65","AGA",2014-10-01,"A","2014","10","0",2013-03-01,82.7142857142857,"M",2011-12-28,2.7578659370725,"N","2-3 yr","J",0.569925471284524,"0",0
"66","AGA",2014-11-01,"A","2014","11","0",2013-03-01,87.1428571428571,"M",2011-12-28,2.84268125854993,"N","2-3 yr","J",0.569925471284524,"0",0
"67","AGA",2014-12-01,"A","2014","12","0",2013-03-01,91.4285714285714,"M",2011-12-28,2.92476060191518,"N","2-3 yr","J",0.569925471284524,"0",0
"68","AGA",2015-02-01,"A","2015"," 2","0",2013-03-01,100.285714285714,"M",2011-12-28,3.09439124487004,"N","3-4 yr","J",0.569925471284524,"0",0
"69","AGA",2015-03-01,"A","2015"," 3","0",2013-03-01,104.285714285714,"M",2011-12-28,3.17099863201094,"N","3-4 yr","J",0.569925471284524,"0",0
"70","AGA",2015-04-01,"A","2015"," 4","0",2015-04-01,0,"M",2011-12-28,3.25581395348837,"Y","3-4 yr","J",0.569925471284524,"0",0
"71","AGA",2015-05-01,"A","2015"," 5","0",2015-04-01,4.28571428571429,"M",2011-12-28,3.33789329685363,"Y","3-4 yr","J",0.569925471284524,"0",0
"72","AGA",2015-06-01,"A","2015"," 6","0",2015-04-01,8.71428571428571,"M",2011-12-28,3.42270861833105,"Y","3-4 yr","J",0.569925471284524,"0",0
"73","AGA",2015-07-01,"A","2015"," 7","0",2015-04-01,13,"M",2011-12-28,3.50478796169631,"Y","3-4 yr","J",0.569925471284524,"0",0
"74","AGA",2015-09-01,"A","2015"," 9","0",2015-04-01,21.8571428571429,"M",2011-12-28,3.67441860465116,"N","3-4 yr","J",0.569925471284524,"0",0
"75","AGA",2015-10-01,"A","2015","10","0",2015-04-01,26.1428571428571,"M",2011-12-28,3.75649794801642,"N","3-4 yr","J",0.569925471284524,"0",0
"76","AGA",2015-11-01,"A","2015","11","0",2015-04-01,30.5714285714286,"M",2011-12-28,3.84131326949384,"N","3-4 yr","J",0.569925471284524,"0",0
"77","AGA",2016-03-01,"A","2016"," 3","0",2015-04-01,47.8571428571429,"M",2011-12-28,4.17236662106703,"N","4-5 yr","J",0.569925471284524,"0",0
"78","AGA",2016-04-01,"A","2016"," 4","0",2016-04-01,0,"M",2011-12-28,4.25718194254446,"Y","4-5 yr","J",0.569925471284524,"0",0
"79","AGA",2016-05-01,"A","2016"," 5","0",2016-04-01,4.28571428571429,"M",2011-12-28,4.33926128590971,"Y","4-5 yr","J",0.569925471284524,"0",0
"80","AGA",2016-06-01,"A","2016"," 6","0",2016-04-01,8.71428571428571,"M",2011-12-28,4.42407660738714,"Y","4-5 yr","J",0.569925471284524,"0",0
"81","AGA",2016-07-01,"A","2016"," 7","0",2016-04-01,13,"M",2011-12-28,4.50615595075239,"Y","4-5 yr","J",0.569925471284524,"0",0
"82","AGA",2016-08-01,"A","2016"," 8","0",2016-04-01,17.4285714285714,"M",2011-12-28,4.59097127222982,"N","4-5 yr","J",0.569925471284524,"0",0
"83","AGA",2017-05-01,"A","2017"," 5","0",2016-04-01,56.4285714285714,"M",2011-12-28,5.33789329685363,"N","5-6 yr","J",0.569925471284524,"0",0
"84","AGA",2017-08-01,"A","2017"," 8","0",2016-04-01,69.5714285714286,"M",2011-12-28,5.58960328317373,"N","5-6 yr","J",0.569925471284524,"0",0
"85","AGA",2017-09-01,"A","2017"," 9","0",2016-04-01,74,"M",2011-12-28,5.67441860465116,"N","5-6 yr","J",0.569925471284524,"0",0
"86","AIT",2010-10-01,"M","2010","10","0",NA,NA,"M",2010-09-21,0.027359781121751,"N","0-1 yr","I",0.310344827586207,"0",0
"87","AIT",2010-11-01,"M","2010","11","0",NA,NA,"M",2010-09-21,0.112175102599179,"N","0-1 yr","I",0.310344827586207,"0",0
"88","AIT",2010-12-01,"M","2010","12","0",NA,NA,"M",2010-09-21,0.194254445964432,"N","0-1 yr","I",0.310344827586207,"0",0
"89","AIT",2011-02-01,"M","2011"," 2","0",NA,NA,"M",2010-09-21,0.363885088919289,"N","0-1 yr","I",0.310344827586207,"0",0
"90","AIT",2011-04-01,"M","2011"," 4","0",NA,NA,"M",2010-09-21,0.52530779753762,"N","0-1 yr","I",0.310344827586207,"0",0
"91","AIT",2011-05-01,"M","2011"," 5","0",NA,NA,"M",2010-09-21,0.607387140902873,"N","0-1 yr","I",0.310344827586207,"0",0
"92","AIT",2011-06-01,"M","2011"," 6","0",NA,NA,"M",2010-09-21,0.692202462380301,"N","0-1 yr","I",0.310344827586207,"0",0
"93","AIT",2011-07-01,"M","2011"," 7","0",NA,NA,"M",2010-09-21,0.774281805745554,"N","0-1 yr","I",0.310344827586207,"0",0
"94","AIT",2011-08-01,"M","2011"," 8","0",NA,NA,"M",2010-09-21,0.859097127222982,"N","0-1 yr","I",0.310344827586207,"0",0
"95","AIT",2011-09-01,"M","2011"," 9","0",NA,NA,"M",2010-09-21,0.94391244870041,"N","0-1 yr","I",0.310344827586207,"1",1
"96","AIW",2009-03-01,"A","2009"," 3","0",NA,NA,"F",2003-11-03,5.32147742818057,"N","5-6 yr","A",1.61365399534523,"0",0
"97","AIW",2009-04-01,"A","2009"," 4","0",NA,NA,"F",2003-11-03,5.406292749658,"N","5-6 yr","A",1.61365399534523,"0",0
"98","AIW",2009-05-01,"A","2009"," 5","0",2009-04-01,4.28571428571429,"F",2003-11-03,5.48837209302326,"Y","5-6 yr","A",1.61365399534523,"0",0
"99","AIW",2009-06-01,"A","2009"," 6","0",2009-04-01,8.71428571428571,"F",2003-11-03,5.57318741450068,"Y","5-6 yr","A",1.61365399534523,"0",0
"100","AIW",2009-07-01,"A","2009"," 7","0",2009-04-01,13,"F",2003-11-03,5.65526675786594,"Y","5-6 yr","A",1.61365399534523,"0",0
"101","AIW",2009-08-01,"A","2009"," 8","0",2009-04-01,17.4285714285714,"F",2003-11-03,5.74008207934336,"N","5-6 yr","A",1.61365399534523,"0",0
"102","AIW",2009-09-01,"A","2009"," 9","0",2009-04-01,21.8571428571429,"F",2003-11-03,5.82489740082079,"N","5-6 yr","A",1.61365399534523,"0",0
"103","AIW",2009-10-01,"A","2009","10","0",2009-04-01,26.1428571428571,"F",2003-11-03,5.90697674418605,"N","5-6 yr","A",1.61365399534523,"0",0
"104","AIW",2009-11-01,"A","2009","11","0",2009-04-01,30.5714285714286,"F",2003-11-03,5.99179206566347,"N","5-6 yr","A",1.61365399534523,"0",0
"105","AIW",2009-12-01,"A","2009","12","0",2009-04-01,34.8571428571429,"F",2003-11-03,6.07387140902873,"N","6+ yr","A",1.61365399534523,"0",0
"106","AIW",2010-02-01,"A","2010"," 2","0",2009-04-01,43.7142857142857,"F",2003-11-03,6.24350205198358,"N","6+ yr","A",1.61365399534523,"0",0
"107","AIW",2010-04-01,"A","2010"," 4","0",2009-04-01,52.1428571428571,"F",2003-11-03,6.40492476060192,"N","6+ yr","A",1.61365399534523,"0",0
"108","AIW",2010-05-01,"A","2010"," 5","0",2009-04-01,56.4285714285714,"F",2003-11-03,6.48700410396717,"N","6+ yr","A",1.61365399534523,"0",0
"109","AIW",2010-06-01,"A","2010"," 6","0",2009-04-01,60.8571428571429,"F",2003-11-03,6.5718194254446,"N","6+ yr","A",1.61365399534523,"0",0
"110","AIW",2010-07-01,"A","2010"," 7","0",2009-04-01,65.1428571428571,"F",2003-11-03,6.65389876880985,"N","6+ yr","A",1.61365399534523,"0",0
"111","AIW",2010-09-01,"A","2010"," 9","0",2009-04-01,74,"F",2003-11-03,6.82352941176471,"N","6+ yr","A",1.61365399534523,"0",0
"112","AIW",2010-10-01,"A","2010","10","0",2009-04-01,78.2857142857143,"F",2003-11-03,6.90560875512996,"N","6+ yr","A",1.61365399534523,"0",0
"113","AIW",2010-11-01,"A","2010","11","0",2009-04-01,82.7142857142857,"F",2003-11-03,6.99042407660739,"N","6+ yr","A",1.61365399534523,"0",0
"114","AIW",2010-12-01,"A","2010","12","0",2009-04-01,87,"F",2003-11-03,7.07250341997264,"N","6+ yr","A",1.61365399534523,"0",0
"115","AIW",2011-03-01,"A","2011"," 3","0",2009-04-01,99.8571428571429,"F",2003-11-03,7.3187414500684,"N","6+ yr","A",1.61365399534523,"0",0
"116","AIW",2011-04-01,"A","2011"," 4","0",2009-04-01,104.285714285714,"F",2003-11-03,7.40355677154583,"N","6+ yr","A",1.61365399534523,"0",0
"117","AIW",2011-07-01,"A","2011"," 7","0",2009-04-01,117.285714285714,"F",2003-11-03,7.65253077975376,"N","6+ yr","A",1.61365399534523,"0",0
"118","AIW",2011-09-01,"A","2011"," 9","0",2009-04-01,126.142857142857,"F",2003-11-03,7.82216142270862,"N","6+ yr","A",1.61365399534523,"0",0
"119","AIW",2011-10-01,"A","2011","10","0",2009-04-01,130.428571428571,"F",2003-11-03,7.90424076607387,"N","6+ yr","A",1.61365399534523,"0",0
"120","AIW",2011-11-01,"A","2011","11","0",2009-04-01,134.857142857143,"F",2003-11-03,7.9890560875513,"N","6+ yr","A",1.61365399534523,"0",0
"121","AIW",2011-12-01,"A","2011","12","0",2009-04-01,139.142857142857,"F",2003-11-03,8.07113543091655,"N","6+ yr","A",1.61365399534523,"0",0
"122","AIW",2012-01-01,"A","2012"," 1","0",2009-04-01,143.571428571429,"F",2003-11-03,8.15595075239398,"N","6+ yr","A",1.61365399534523,"0",0
"123","AIW",2012-04-01,"A","2012"," 4","0",2009-04-01,156.571428571429,"F",2003-11-03,8.40492476060192,"N","6+ yr","A",1.61365399534523,"0",0
"124","AIW",2012-05-01,"A","2012"," 5","0",2009-04-01,160.857142857143,"F",2003-11-03,8.48700410396717,"N","6+ yr","A",1.61365399534523,"0",0
"125","AIW",2012-06-01,"A","2012"," 6","0",2009-04-01,165.285714285714,"F",2003-11-03,8.5718194254446,"N","6+ yr","A",1.61365399534523,"0",0
"126","AIW",2012-07-01,"A","2012"," 7","0",2009-04-01,169.571428571429,"F",2003-11-03,8.65389876880985,"N","6+ yr","A",1.61365399534523,"0",0
"127","AIW",2012-08-01,"A","2012"," 8","0",2009-04-01,174,"F",2003-11-03,8.73871409028728,"N","6+ yr","A",1.61365399534523,"0",0
"128","AIW",2012-09-01,"A","2012"," 9","0",2009-04-01,178.428571428571,"F",2003-11-03,8.82352941176471,"N","6+ yr","A",1.61365399534523,"0",0
"129","AIW",2012-10-01,"A","2012","10","0",2009-04-01,182.714285714286,"F",2003-11-03,8.90560875512996,"N","6+ yr","A",1.61365399534523,"0",0
"130","AIW",2012-11-01,"A","2012","11","0",2009-04-01,187.142857142857,"F",2003-11-03,8.99042407660739,"N","6+ yr","A",1.61365399534523,"0",0
"131","AIW",2012-12-01,"A","2012","12","0",2009-04-01,191.428571428571,"F",2003-11-03,9.07250341997264,"N","6+ yr","A",1.61365399534523,"0",0
"132","AIW",2013-01-01,"A","2013"," 1","0",2009-04-01,195.857142857143,"F",2003-11-03,9.15731874145007,"N","6+ yr","A",1.61365399534523,"0",0
"133","AIW",2013-02-01,"A","2013"," 2","0",2009-04-01,200.285714285714,"F",2003-11-03,9.2421340629275,"N","6+ yr","A",1.61365399534523,"0",0
"134","AIW",2013-03-01,"A","2013"," 3","0",2013-03-01,0,"F",2003-11-03,9.3187414500684,"Y","6+ yr","A",1.61365399534523,"0",0
"135","AIW",2013-04-01,"A","2013"," 4","0",2013-03-01,4.42857142857143,"F",2003-11-03,9.40355677154583,"Y","6+ yr","A",1.61365399534523,"0",0
"136","AIW",2013-05-01,"A","2013"," 5","0",2013-03-01,8.71428571428571,"F",2003-11-03,9.48563611491108,"Y","6+ yr","A",1.61365399534523,"0",0
"137","AIW",2013-06-01,"A","2013"," 6","0",2013-03-01,13.1428571428571,"F",2003-11-03,9.57045143638851,"N","6+ yr","A",1.61365399534523,"0",0
"138","AIW",2013-07-01,"A","2013"," 7","0",2013-03-01,17.4285714285714,"F",2003-11-03,9.65253077975376,"N","6+ yr","A",1.61365399534523,"0",0
"139","AIW",2013-08-01,"A","2013"," 8","0",2013-03-01,21.8571428571429,"F",2003-11-03,9.73734610123119,"N","6+ yr","A",1.61365399534523,"0",0
"140","AIW",2013-09-01,"A","2013"," 9","0",2013-03-01,26.2857142857143,"F",2003-11-03,9.82216142270862,"N","6+ yr","A",1.61365399534523,"0",0
"141","AIW",2013-10-01,"A","2013","10","0",2013-03-01,30.5714285714286,"F",2003-11-03,9.90424076607387,"N","6+ yr","A",1.61365399534523,"0",0
"142","AIW",2013-11-01,"A","2013","11","0",2013-03-01,35,"F",2003-11-03,9.9890560875513,"N","6+ yr","A",1.61365399534523,"0",0
"143","AIW",2013-12-01,"A","2013","12","0",2013-03-01,39.2857142857143,"F",2003-11-03,10.0711354309166,"N","6+ yr","A",1.61365399534523,"0",0
"144","AIW",2014-02-01,"A","2014"," 2","0",2013-03-01,48.1428571428571,"F",2003-11-03,10.2407660738714,"N","6+ yr","A",1.61365399534523,"0",0
"145","AIW",2014-03-01,"A","2014"," 3","0",2013-03-01,52.1428571428571,"F",2003-11-03,10.3173734610123,"N","6+ yr","A",1.61365399534523,"0",0
"146","AIW",2014-04-01,"A","2014"," 4","0",2013-03-01,56.5714285714286,"F",2003-11-03,10.4021887824897,"N","6+ yr","A",1.61365399534523,"0",0
"147","AIW",2014-05-01,"A","2014"," 5","0",2013-03-01,60.8571428571429,"F",2003-11-03,10.484268125855,"N","6+ yr","A",1.61365399534523,"0",0
"148","AIW",2014-06-01,"A","2014"," 6","0",2013-03-01,65.2857142857143,"F",2003-11-03,10.5690834473324,"N","6+ yr","A",1.61365399534523,"0",0
"149","AIW",2014-07-01,"A","2014"," 7","0",2013-03-01,69.5714285714286,"F",2003-11-03,10.6511627906977,"N","6+ yr","A",1.61365399534523,"0",0
"150","AIW",2014-08-01,"A","2014"," 8","0",2013-03-01,74,"F",2003-11-03,10.7359781121751,"N","6+ yr","A",1.61365399534523,"0",0
"151","AIW",2014-09-01,"A","2014"," 9","0",2013-03-01,78.4285714285714,"F",2003-11-03,10.8207934336525,"N","6+ yr","A",1.61365399534523,"0",0
"152","AIW",2014-10-01,"A","2014","10","0",2013-03-01,82.7142857142857,"F",2003-11-03,10.9028727770178,"N","6+ yr","A",1.61365399534523,"0",0
"153","AIW",2014-11-01,"A","2014","11","0",2013-03-01,87.1428571428571,"F",2003-11-03,10.9876880984952,"N","6+ yr","A",1.61365399534523,"0",0
"154","AIW",2014-12-01,"A","2014","12","0",2013-03-01,91.4285714285714,"F",2003-11-03,11.0697674418605,"N","6+ yr","A",1.61365399534523,"0",0
"155","AIW",2015-02-01,"A","2015"," 2","0",2013-03-01,100.285714285714,"F",2003-11-03,11.2393980848153,"N","6+ yr","A",1.61365399534523,"0",0
"156","AIW",2015-03-01,"A","2015"," 3","0",2013-03-01,104.285714285714,"F",2003-11-03,11.3160054719562,"N","6+ yr","A",1.61365399534523,"0",0
"157","AIW",2015-04-01,"A","2015"," 4","0",2015-04-01,0,"F",2003-11-03,11.4008207934337,"Y","6+ yr","A",1.61365399534523,"0",0
"158","AIW",2015-05-01,"A","2015"," 5","0",2015-04-01,4.28571428571429,"F",2003-11-03,11.4829001367989,"Y","6+ yr","A",1.61365399534523,"0",0
"159","AIW",2015-06-01,"A","2015"," 6","0",2015-04-01,8.71428571428571,"F",2003-11-03,11.5677154582763,"Y","6+ yr","A",1.61365399534523,"0",0
"160","AIW",2015-07-01,"A","2015"," 7","0",2015-04-01,13,"F",2003-11-03,11.6497948016416,"Y","6+ yr","A",1.61365399534523,"0",0
"161","AIW",2015-09-01,"A","2015"," 9","0",2015-04-01,21.8571428571429,"F",2003-11-03,11.8194254445964,"N","6+ yr","A",1.61365399534523,"0",0
"162","AIW",2015-10-01,"A","2015","10","0",2015-04-01,26.1428571428571,"F",2003-11-03,11.9015047879617,"N","6+ yr","A",1.61365399534523,"0",0
"163","AIW",2015-11-01,"A","2015","11","0",2015-04-01,30.5714285714286,"F",2003-11-03,11.9863201094391,"N","6+ yr","A",1.61365399534523,"0",0
"164","AIW",2016-03-01,"A","2016"," 3","0",2015-04-01,47.8571428571429,"F",2003-11-03,12.3173734610123,"N","6+ yr","A",1.61365399534523,"0",0
"165","AIW",2016-04-01,"A","2016"," 4","0",2016-04-01,0,"F",2003-11-03,12.4021887824897,"Y","6+ yr","A",1.61365399534523,"0",0
"166","AIW",2016-05-01,"A","2016"," 5","0",2016-04-01,4.28571428571429,"F",2003-11-03,12.484268125855,"Y","6+ yr","A",1.61365399534523,"0",0
"167","AIW",2016-06-01,"A","2016"," 6","0",2016-04-01,8.71428571428571,"F",2003-11-03,12.5690834473324,"Y","6+ yr","A",1.61365399534523,"0",0
"168","AIW",2016-07-01,"A","2016"," 7","0",2016-04-01,13,"F",2003-11-03,12.6511627906977,"Y","6+ yr","A",1.61365399534523,"0",0
"169","AIW",2016-08-01,"A","2016"," 8","0",2016-04-01,17.4285714285714,"F",2003-11-03,12.7359781121751,"N","6+ yr","A",1.61365399534523,"0",0
"170","AIW",2017-05-01,"A","2017"," 5","0",2016-04-01,56.4285714285714,"F",2003-11-03,13.4829001367989,"N","6+ yr","A",1.61365399534523,"0",0
"171","AIW",2017-08-01,"A","2017"," 8","0",2016-04-01,69.5714285714286,"F",2003-11-03,13.734610123119,"N","6+ yr","A",1.61365399534523,"0",0
"172","AIW",2017-09-01,"A","2017"," 9","0",2016-04-01,74,"F",2003-11-03,13.8194254445964,"N","6+ yr","A",1.61365399534523,"0",0
"173","AKI",2014-04-01,"A","2014"," 4","0",NA,NA,"M",2014-03-07,0.0683994528043776,"N","0-1 yr","I",0.310344827586207,"0",0
